CLUSTER_ID,CLUSTER_SIZE,SAMPLE_COUNT,CORE_TRAIT,VARIATION
99,11,11,このクラスタの本質的特徴は「地域固有の産業・文化・自然遺産と一体化した温泉」である。箱根湯本の天成園（春日局ゆかりの別荘跡・文化財洞門隣接）、マイントピア別子（別子銅山産業遺産と一体化した日帰り温泉）、龍神温泉（日本三美人の湯・日高川渓谷景観）、熊野本宮温泉郷（世界遺産・熊野信仰の聖地）、千頭温泉（大井川鐵道SL・音戯の郷）など、各ノードにおいて温泉施設単体ではなく、その地固有の歴史的・産業的・宗教的・自然的文脈と不可分に結びついている点が共通する。温泉はあくまで「場の物語」を体験させる装置として機能しており、単なる湯治・保養を超えた「文脈依存型温泉」という性格が際立つ。,多様性が最も顕著に現れるのは「地形・地質・立地形態」と「周辺施設の性格」の組み合わせである。地形分類だけでも火山地（箱根湯本・杖立）、火山性丘陵（満願寺）、山地（マイントピア別子・西米良・十和・清水西里・やなせの湯）、砂礫質台地（千頭・本宮）と多岐にわたり、標高も60.5m（本宮）から510.4m（満願寺）まで幅広い。周辺施設の性格も、大規模ホテル・コンベンション施設（天成園）、産業遺産観光複合施設（マイントピア別子）、鉄道ターミナル（千頭駅）、世界遺産門前（熊野本宮）、山間集落の公衆浴場（西米良・清水西里・やなせの湯）、渓谷沿い旅館街（龍神・杖立）と極めて多様である。規模・集客力・施設充実度においても大型リゾートから無人駅隣接の素朴な浴場まで幅広く、「文脈依存」という核心的性質を共有しながら、その表出形態は地域ごとに大きく異なる。
100,40,40,このクラスタの本質的特徴は「地域住民密着型の小規模公衆浴場」である。大多数のノードで`amenity=public_bath`が主体であり、「老人憩の家」「福祉センター」「社会福祉協議会」「グループホーム」などの福祉施設との併設・近接が顕著に見られる（深見温泉・津房温泉・いんない余温泉・百々温泉など）。観光旅館や大型リゾートではなく、地域コミュニティの生活インフラとして機能する温泉施設が集積しており、「観光資源」ではなく「地域福祉資源」としての温泉という性格がこのクラスタを際立たせている。長湯温泉群のように著名な観光温泉地も含まれるが、その中でも「クアパーク長湯」「みつばちの湯」など療養・保健的機能を持つ施設が選出されており、湯治・療養という生活密着性が一貫している。,最も多様性が見られる側面は「地形・標高・地質の幅広さ」である。標高は19.5m（火山性丘陵・熊本）から823.9m（谷底低地）まで約800mの差があり、地形分類も谷底低地・火山性丘陵・火山地・火山山麓地・砂礫質台地・ローム台地・山地・丘陵・扇状地・後背湿地と10種類以上に及ぶ。地域的にも九州（大分・熊本・鹿児島・福岡）、近畿（和歌山・滋賀）、関東（栃木・群馬・埼玉）、中国（岡山）、甲信（山梨）と全国に分散する。周辺施設も「道の駅」「運動公園」「民宿」「ホテル」「足湯」「サウナ」「農業高校」「古墳」など多岐にわたり、土地利用形態（farmland・residential・unclassified道路・track）も混在する。この地形・地域・施設形態の多様性は、「地域密着型公衆浴場」という機能的共通性が特定の地理的・地質的条件に依存しないことを示している。
101,20,20,このクラスタの本質的特徴は「地域住民向け生活密着型公衆浴場」である。全ノードにわたりamenity=public_bathが共通し、観光旅館や秘湯ではなく、日帰り入浴・福祉センター・コミュニティセンター付設温泉（嘉穂老人福祉センター、三叉コミュニティセンターさんさ乃湯、あさぎり町ヘルシーランド薬師温泉など）が多数を占める。周辺施設にも図書館・幼稚園・消防署・公民館・道の駅など生活インフラが集積しており、温泉が観光資源ではなく地域コミュニティの福祉・保健機能を担う「生活インフラとしての温泉」という性格が際立つ。遠賀川温泉のWikipedia記述「田園地帯に立地」も、観光地化されていない日常的立地を裏付ける。,地域・地形・地質・周辺施設の面で多様性が顕著である。地域は福岡県（遠賀町・嘉麻市・久留米市・大木町）、熊本県（人吉市・菊池市・あさぎり町・熊本市北区）、鹿児島県（霧島市・姶良市・出水市）、山口県（下関市菊川町）、岐阜県（各務原市）と九州を中心に広域に分散する。地形分類は後背湿地（標高2.3〜9.5m）・三角州・海岸低地（4.8〜8m）・扇状地（19.9〜165.7m）・谷底低地（15〜249.5m）・砂礫質台地・ローム台地と多岐にわたり、低平な沖積低地から中山間の谷底・台地まで幅広い。周辺施設も、道の駅・ホテル・プール・レストラン・バス停を伴う複合型（菊川温泉）から、駐車場のみの単機能型（金屋温泉・舞鶴温泉）まで規模・機能が大きく異なる。泉質も塩化物泉・炭酸水素塩泉など多様で、地質的背景の差異を反映している。
102,10,10,山間河畔の湯治・保養特化型：このクラスタの最も本質的な特徴は、「河川沿いの山間地に立地し、湯治・保養文化を色濃く残す小規模温泉地」という点である。湯の鶴温泉（湯出川河畔）、湯抱温泉（尻無川・湯抱川合流域）、深耶馬温泉（河川沿い）、西谷温泉など、ほぼ全ノードで河川（natural=water/water=river）の存在が確認でき、標高100〜400m台の山地・谷底低地・火山性丘陵に分布する。Wikipediaでは「湯治宿のスタイルを守る」「神経痛・リウマチへの効能」「鄙びた環境」といった記述が複数見られ、観光リゾート型ではなく療養・保養を主目的とした温泉地としての性格が一貫している。周辺施設にも大型ホテルや商業施設は皆無で、公衆浴場・小規模旅館・老人憩の家・社会福祉施設が中心であり、地域住民の生活に根ざした湯治文化の継続性がクラスタ全体を貫く核心的性質である。,このクラスタでは、温泉施設の運営形態・周辺環境・地形分類・集客圏において顕著な多様性が見られる。【運営形態】湯の鶴温泉のような民間旅館群（工業デザイナーによるリニューアルも含む）から、ふれあい温泉おじろん（公設・指定管理者→直営）、十二坊温泉ゆらら（オートキャンプ場併設の複合施設）まで、官民・規模・サービス水準が大きく異なる。【地形分類】山地（湯の鶴・深耶馬・西谷・天岩戸・湯抱）、谷底低地（いんない余温泉）、火山性丘陵（とろろ乃湯）、砂礫質台地（山賊砦周辺）と多様な地形分類が混在し、単一の地質・地形条件に収束しない。【周辺施設の充実度】おじろんはスキー場・散歩道・レストランを備える一方、西谷温泉・天岩戸の湯・深耶馬温泉は周辺施設がほぼ公衆浴場と駐車場のみで、施設密度に大きな差がある。【集客圏】スキー客・キャンプ客・巡礼者（善水寺）・神話観光客（高千穂）など、温泉以外の目的で訪れる層の性格も地点ごとに異なる。
103,41,41,このクラスタの本質的特徴は「渓流・河川沿いの山間小規模公衆浴場型温泉地」である。ノード情報を横断すると、谷底低地・山地・火山地・砂礫質台地など地形分類は多様でありながら、ほぼ全ノードで `natural=water / water=river` や河川名（湯抱川・芹川・球磨川・四万十川・日高川・三徳川など）が周辺施設として記録されており、温泉施設が河川沿いの谷間地形に立地する傾向が一貫している。また `amenity=public_bath` が圧倒的多数を占め、大型リゾートではなく地域密着型の公衆浴場・日帰り入浴施設が主体であることが明確に読み取れる。湯の峰温泉（世界遺産・つぼ湯）、龍神温泉（日本三美人の湯）、三朝温泉（ラドン泉）など著名地も含まれるが、いずれも小規模な温泉街・共同浴場形態を維持しており、「渓谷地形に根ざした地域公衆浴場」という性質がクラスタを貫く核心的特徴である。,多様性が最も顕著に現れるのは「地形分類と標高の幅広さ」と「施設規模・観光化度の格差」である。地形分類は谷底低地（標高65〜489m）・山地・火山地・火山性丘陵・砂礫質台地・丘陵と全6種以上にわたり、標高も20.7m（湯の谷温泉・丘陵）から518.9m（鍋山温泉・火山地）まで約500mの幅がある。施設面では、箱根湯本のように鉄道駅・観光案内所・土産物店・ホテルが密集する大規模観光温泉地から、湯抱温泉（宿1軒のみ）・湯の鶴温泉（昭和レトロな湯治宿）・鍋山温泉（露天風呂のみ）のような極小規模秘湯まで極端な差がある。地質面でも火山性（別府・箱根・阿蘇周辺）と非火山性（十津川・熊野・四万十川流域）が混在し、泉質もラドン泉・重曹泉・硫黄泉・塩化物泉と多岐にわたる。周辺施設の多様性も顕著で、世界遺産（湯の峰）・大井川鐵道SL（千頭）・ポケふた（西米良）・ラクテンチ遊園地（別府）など観光コンテキストが各地で大きく異なる点がノード情報から確認できる。
104,33,33,このクラスタの本質的特徴は「公衆浴場型・地域密着型の小規模温泉施設」である。ノード情報の大多数でamenity=public_bathが付与され、大型リゾートや観光ホテルではなく、地域住民・ハイカー・旅人が気軽に立ち寄る公衆浴場・日帰り入浴施設が中核を占める。湯ノ口温泉・川湯温泉公衆浴場・区営鰻温泉・エーガイヤちくさ・桑田山温泉など、いずれも「地域の湯」としての性格が強く、大規模宿泊施設や歓楽街を伴わない。建物高さも2〜7m程度の低層建築群が周辺に点在し、施設規模の小ささを裏付ける。これはUMAP+HDBSCANが「公共性・小規模性・地域密着性」という物理的・機能的類似性を抽出した結果と解釈できる。,地域・地形・地質・周辺施設の面で多様性が顕著である。【地域】三重県熊野市・和歌山県田辺市・鹿児島県指宿市・大分県竹田市・広島県呉市・大阪府箕面市・神奈川県相模原市・兵庫県宍粟市・高知県北川村・静岡県西伊豆町・山口県山口市・福岡県古賀市など、九州から関東まで広域に分布する。【地形分類】山地（最多）・谷底低地・火山地・火山性丘陵・火山山麓地・丘陵・山麓地と多岐にわたり、標高も4.9m（丘陵・四季の郷）から613.4m（火山性丘陵・守護陣温泉）まで幅広い。【地質・火山性】鰻温泉（カルデラ火口湖畔・硫化水素泉）・ラムネ温泉館（炭酸泉・火山性丘陵）・鰻池（活火山）など火山性地質由来の施設と、川湯温泉（河川沿い・炭酸水素塩泉）・北川温泉（奈半利川沿い）など非火山性の施設が混在する。【周辺施設】道の駅（願成就温泉・原鶴）・国定公園（箕面）・橋梁（音戸大橋）・バス停・駐車場・河川など、周辺インフラの性格も観光拠点型から生活インフラ型まで多様であり、クラスタ内の施設立地文脈に大きな幅がある。
105,12,12,火山性地形に立地する中高標高帯の日帰り・立寄り型温泉施設群。旅館・ホテルを主体とした宿泊滞在型ではなく、公衆浴場・足湯・家族風呂など「通過・立寄り利用」に特化した施設形態が卓越しており、観光地の周縁部に点在する「消費型湯浴み拠点」としての性格が本質的特徴である。守護陣温泉・鶴川温泉・宝泉寺温泉・るりの湯・め組茶屋など、いずれもamenity=public_bathを主タグとし、宿泊施設の記載が極めて少ない点、および駐車場（amenity=parking）が多数のノードに付随している点がこれを強く支持する。,地形分類・標高・地域・周辺施設の三軸で顕著な多様性が認められる。【地形】火山地・火山性丘陵・火山山麓地・山地・谷底低地・ローム台地・砂礫質台地と7分類に及び、標高も211.6m（砂礫質台地）から966.5m（山地）まで750m超の幅がある。【地域】熊本県阿蘇・南小国エリア（黒川温泉周辺）、栃木県日光エリア（霧降高原周辺）、長野県下伊那郡、静岡・山梨県境の富士山麓と、西日本から東日本にまたがる広域分散が見られる。【施設形態】足湯（bath:type=foot_bath）・露天風呂（bath:open_air=yes）・石風呂（延命の石風呂）・砂風呂なし（bath:sand_bath=no）と浴槽形式も多岐にわたり、富士芝桜まつりのような大規模観光イベント付帯施設から、natural=hot_springのみ記載の未整備湧出地点まで、施設整備水準の格差も大きい。これらは単一の地質・地域条件ではなく、「中高標高帯における立寄り湯需要」という機能的類似性によってクラスタが形成されていることを示唆する。
106,15,15,このクラスタの本質的特徴は「地域住民向け福祉・健康増進型の公衆浴場」である。各ノードに共通するのは、温泉地としての観光・湯治機能よりも、地域コミュニティへの生活サービス提供を主目的とした施設形態である。湯浦温泉センター・パトリア千丁・岱明ふれあい健康センター・飯塚市穂波福祉総合センター（ほなみの湯）・もりの湯など、施設名称に「センター」「ふれあい」「福祉」「健康」を冠するものが多く、周辺施設にも児童館・老人憩の家・在宅介護支援センター・コミュニティセンターが頻出する。武雄温泉や南紀勝浦のような観光特化型は例外的であり、クラスタ全体の重心は「公共性の高い地域密着型入浴施設」にある。,地形・地質・立地・施設規模において多様性が顕著である。地形分類は谷底低地（湯浦・森町・鹿児島小野）、砂州・砂礫州（君津・那智勝浦）、後背湿地（千丁）、ローム台地（山鹿・岱明・熊本梶尾）、砂礫質台地（飯塚穂波）、丘陵（岡崎・大府）、火山山麓地（さつま）、扇状地（出水）、山地（武雄）と極めて多岐にわたる。標高も1.7m〜71.7mと幅広い。施設規模も、武雄温泉のような国重要文化財を擁する歴史的温泉街から、那智勝浦の漁港隣接型観光温泉、農業複合施設「げんきの郷」内の天然温泉、小規模な集落の共同浴場まで多様である。地域も熊本・佐賀・千葉・静岡・福岡・愛知・鹿児島・和歌山と全国に分散しており、地理的・文化的背景の均質性は低い。
107,8,8,このクラスタの本質的特徴は「都市内生活圏に埋め込まれた銭湯型公衆浴場」である。全8ノードに共通するのは、amenity=public_bathとして登録された施設が、観光地や温泉地ではなく、住宅密集地・商業混在地区の日常生活圏の中に立地している点である。深井中央温泉（大阪府堺市・砂礫質台地）、さか井湯（新潟市沼垂・三角州低地）、大成温泉（京都府城陽市・扇状地）、さくら湯（奈良県王寺町・後背湿地）、山田温泉（名古屋市南区・砂礫質台地）、和歌山市立杭の瀬共同浴場（和歌山市・自然堤防）、パビリオ日明の湯（北九州市・丘陵）、だいご湯（広島県福山市・三角州低地）のいずれも、周辺施設に小学校・中学校・交番・スーパー・歯科・薬局・飲食店が混在し、観光施設や旅館は皆無である。これは「地域住民の日常的入浴インフラ」としての銭湯・共同浴場クラスタであることを強く示している。,最も多様性が見られるのは「地形・標高・地質的基盤」の側面である。同一クラスタ内に、砂礫質台地（標高26.1m・堺市、標高6.8m・名古屋市南区）、三角州・海岸低地（標高0.1m・新潟市沼垂、標高2.2m・福山市）、扇状地（標高14.6m・城陽市）、後背湿地（標高36.5m・王寺町）、自然堤防（標高1.9m・和歌山市）、丘陵（標高20.1m・北九州市）と、実に6種類の地形分類が混在する。標高も0.1mから36.5mまで幅広い。地域も近畿・東海・北陸・中国・九州と全国に分散し、都市規模も政令市から中核市・町まで多様である。一方で周辺施設の構成（住宅・小中学校・飲食店・診療所・商店）は各ノードで類似しており、地形・地質・地域の多様性にもかかわらず「都市内住宅地の生活インフラ」という機能的同質性がHDBSCANによって同一クラスタに分類された根拠と考えられる。
108,32,32,都市内生活圏型銭湯：大都市圏の低平地（後背湿地・自然堤防・三角州・干拓地など標高0〜10m未満の沖積低地）に立地し、周辺に住宅・商店・コンビニ・飲食店が密集する下町的生活圏の中に溶け込んだ、地域住民の日常入浴施設としての銭湯・公衆浴場。「温泉」「湯」「銭湯」の名を冠しながらも観光・保養とは無縁で、近隣住民の生活インフラとして機能している点がこのクラスタの本質的特徴である。根拠：全ノードで amenity=public_bath が確認され、施設名は「八千代湯」「テレビ温泉」「三興湯」「ジョイフル銭湯にしき」「仲の湯」「日比津温泉」「長喜温泉」「末広温泉」「笹の湯」「日の出湯」「入船温泉」「白菊温泉」「太平湯」「華厳の湯」「七福温泉」など典型的な街の銭湯名称が並ぶ。周辺施設はコンビニ・薬局・美容室・居酒屋・小学校・バス停など純粋な生活圏施設で構成され、観光施設・旅館・温泉地関連施設は皆無。地形は後背湿地・自然堤防・三角州・干拓地が大半を占め、標高は概ね0〜10m以下の沖積低地であり、大都市近郊の旧市街地・下町地区に典型的な地形環境と一致する。,地域・地形・土地利用・周辺施設の多様性：①地域分布：名古屋市（西区・北区・中村区・東区）、大阪市（城東区・平野区・鶴見区）、尼崎市（大庄・南武庫之荘・出屋敷・琴浦）、大東市・東大阪市・八尾市・松原市・和歌山市・岡山市・福岡市博多区・大分市・別府市・いわき市・一宮市・半田市・相模原市・奈良市など、東海・近畿・九州・関東にまたがる広域分布を示す。②地形分類：後背湿地（標高0〜10m）が最多だが、自然堤防（1.4〜8.7m）・三角州・海岸低地（0.1〜2.8m）・干拓地（-0.3m）・砂丘（3.5m）・扇状地（10.7m・69.8m）・火山山麓地（2.9m）・砂礫質台地（15.8m・22.9m）・ローム台地（21.1〜144m）と多様な地形分類が混在する。③土地利用：純住宅地（名古屋市北区・長喜町）から商業集積地（別府市・大分駅前・奈良市三条）、工業混在地（尼崎市大庄・東大阪市）、駅前再開発地（大分市・相模原市橋本台・大和市高座渋谷）まで幅広い。④周辺施設：別府市ノードのみ「竹瓦温泉通り」「足湯（無料・24時間）」「竹工芸」「アートプロジェクト」など観光温泉地的要素を持ち、大分駅前ノードは「CITY SPA てんくう（駅ビル高層階の天然温泉）」という特異な立地形態を示す。相模原市ノードは「おふろの王様」という郊外型スーパー銭湯で、標高144mのローム台地上に立地する点も異質。これらの例外的ノードが、クラスタ内の多様性を際立たせている。
109,131,50,都市密集住宅地に埋め込まれた「近隣住民専用の日常的身体ケア拠点」としての銭湯・温泉施設。観光・保養目的ではなく、後背湿地・三角州・自然堤防・砂礫質台地など低平な沖積地形上の住宅密集市街地において、地域住民の日常的な入浴・衛生・休息需要を担う生活インフラとして機能している点が本質的特徴である。周辺施設情報に見られる多数の住宅（house・apartments・residential）、生活系小売（supermarket・convenience・hairdresser・pharmacy）、地域公共施設（小学校・中学校・公民館・消防署）との共存が、この「生活密着型」という性格を強く裏付けている。,地域・地形・施設規模・周辺環境の面で多様性が顕著である。地域は名古屋市（西区・北区・緑区・中村区・瑞穂区・千種区）、大阪市（西成区・城東区・淀川区・此花区・浪速区）、京都市（北区・伏見区・中京区・下京区）、兵庫県（尼崎市・神戸市兵庫区・有馬温泉）、東大阪市、寝屋川市、高槻市、岡山市、北九州市、高知市、和歌山市、福島市、東京都（練馬区・世田谷区・板橋区）、神奈川県大和市、群馬県太田市、三重県津市、滋賀県彦根市、長崎県島原市、岐阜県各務原市など全国に広がる。地形分類は後背湿地・三角州・海岸低地・自然堤防・砂礫質台地・砂州・砂礫州・扇状地・ローム台地・丘陵・火山山麓地・干拓地と多岐にわたり、標高も-0.3m（干拓地）から389.4m（有馬温泉・扇状地）まで幅広い。施設形態も、地域密着型の小規模銭湯（永和湯・松の湯・栄湯等）から、サウナ・露天風呂付き大型スーパー銭湯（おふろの王様・極楽湯・湯の華温泉）、天然ラドン泉・温泉泉質を謳う施設（桜島天然ラドンたまゆら・鳴海温泉・有馬金の湯）まで多様である。周辺施設も、商店街・アーケード（彦根銀座・島原一番街）、大型駅前再開発（鳴海駅・高座渋谷駅・高槻駅）、工業地帯（此花区・尼崎大庄地区）、歴史的城下町（彦根・有馬）など、立地環境が大きく異なる。
110,10,10,このクラスタの本質的特徴は「都市内生活圏に埋め込まれた銭湯・公衆浴場型温泉施設」である。各ノードに共通するのは、温泉・公衆浴場（鳩の湯・弘法の里湯・養老温泉・泉温泉・末広湯・喜多の湯・草津湯・大盛湯・湯ゾートSPA）が、山岳・郊外リゾートではなく、コンビニ・薬局・飲食店・住宅・マンション群が密集する都市生活圏の中に立地している点である。標高も-0.3m〜72mと低平地が多く、砂礫質台地・三角州・自然堤防・後背湿地など都市部特有の地形分類が並ぶ。温泉地としての「非日常性」よりも、地域住民の日常的な入浴・健康維持インフラとして機能している点がこのクラスタ固有の性質であり、周辺施設情報に観光旅館・リゾート施設がほぼ皆無であることがその根拠となる。,多様性が最も顕著に現れるのは「地形・地質環境と都市化の程度」の組み合わせである。地形分類だけでも砂礫質台地（国立市・名古屋市中区・名古屋市千種区）、谷底低地（秦野市鶴巻・品川区二葉）、三角州・海岸低地（大阪市西成区・東京都葛飾区四つ木）、砂州・砂礫州（大阪市西成区玉出）、自然堤防（名古屋市中川区山王）、後背湿地（横浜市港北区綱島）と多岐にわたる。都市化の程度も、一橋大学を擁する文教都市・国立市の住宅街から、名古屋市中区新栄の高層マンション密集地、大阪市西成区の下町商業地、葛飾区の低地住宅街まで幅広い。また鶴巻温泉のみが「温泉地」として観光的認知を持ち、駅名・手湯・旅館（陣屋）・市営浴場が揃う点で他ノードと異質であり、施設規模・観光性においてもクラスタ内でのばらつきが大きい。
111,18,18,このクラスタの最も本質的な特徴は「都市型銭湯・サウナの生活インフラ的埋め込み」である。各ノードに共通して amenity=public_bath が存在し、それが高密度な商業・飲食・住宅混在地区の中に自然に組み込まれている。大阪梅田の歓楽街（ニュージャパン梅田店）、東京池袋のサンシャイン周辺（タイムズ スパ・レスタ）、原宿表参道（小杉湯原宿）、錦糸町（リアルサウナ錦糸町）、代々木八幡（八幡湯）、神楽坂（玉乃湯・第三玉の湯）、鶯谷根岸（ひだまりの泉 萩の湯）、大須（永楽湯）、神戸三宮（神戸サウナ&スパ）、船橋（ときわ湯・松の湯）、名古屋亀島（炭の湯）、久里浜（梅の湯）、新丸子（丸子温泉）、大阪旭区（春日湯）など、全ノードに銭湯・スパ・サウナが確認される。これは温泉地・温泉施設としての「都市生活に根ざした公衆浴場」という固有性を示す。,バリエーションは「施設規模・業態・立地文脈」の三軸で顕著に分かれる。業態面では、純粋な銭湯（八幡湯・玉乃湯・春日湯・永楽湯・梅の湯・丸子温泉）から岩盤浴・エステ複合型（ちいさな木）、サウナ特化型（タイムズ スパ・レスタ・リアルサウナ錦糸町・神戸サウナ&スパ）、スパリゾート型（ニュージャパン梅田店）まで幅広い。地形面では砂州・砂礫州（標高1〜5m、大阪梅田・船橋・錦糸町・久里浜）、ローム台地（標高10〜30m、四谷・原宿・西早稲田・池袋・代々木・神楽坂）、後背湿地（大阪旭区・名古屋亀島・新丸子）、扇状地（神戸三宮）、干拓地（錦糸町）、砂礫質台地（大須）と多様で、地形的制約と無関係に都市銭湯が分布する。周辺施設の文脈も、歓楽街隣接型（梅田・鶯谷）、商業モール隣接型（錦糸町・亀有）、住宅街密着型（新丸子・旭区）、観光商業街型（原宿・神楽坂・神戸三宮）と多岐にわたる。
112,71,50,都市平野部の低地・微高地に立地する「街場の銭湯・温泉」型施設群。後背湿地・自然堤防・扇状地・三角州など沖積低地系の地形分類が大半を占め、標高も概ね0〜20m程度の平坦な市街地に密集している。周辺施設には住宅アパート・コンビニ・ドラッグストア・飲食店・小中学校など典型的な住宅街の構成要素が並び、観光地や温泉地としての性格はほぼ皆無。「豊温泉」「ぎょうぎ温泉」「あけぼの湯」「甚吉の湯」「三香湯」「入船温泉」「巣本温泉」など、地域住民の日常的な入浴需要に応える「生活密着型公衆浴場」としての性質が一貫している。bath:type=onsenや天然温泉の表記を持つ施設も含まれるが、それらも観光施設ではなく近隣住民向けの日帰り入浴施設として機能している点が共通する。,最も顕著な多様性は地形・地質の幅広さにある。後背湿地（標高1.5〜14.5m）・自然堤防（標高1.9〜11.6m）・扇状地（標高1.9〜69.8m）・三角州・海岸低地（標高-0.2〜6.4m）・砂礫質台地（標高2.2〜235.6m）・砂州・砂礫州・干拓地・谷底低地・丘陵・山地・ローム台地まで多岐にわたり、地形分類の均質性は低い。地域的にも大阪・兵庫・愛知・東京・神奈川・宮城・静岡・和歌山・富山・岐阜・広島・福岡・奈良・埼玉・千葉・京都・大分・三重など全国各地に分散し、地理的集中性はない。施設規模・業態も、銭湯（公衆浴場）から「おふろcafe白寿の湯」「西武秩父駅前温泉 祭の湯」「はだの万葉倶楽部」「伊東マリンタウン シーサイドスパ」のような大型複合温浴施設まで幅がある。周辺の土地利用も純住宅地から商業地・工業地・観光地まで多様で、「北神戸ぽかぽか温泉」（砂礫質台地・高速道路IC近傍）や「シーサイドスパ」（山地・海岸観光地）など立地環境の異質なノードも含まれる。これらの例外的ノードは、AEFの高次元特徴空間では「日帰り入浴施設」という機能的類似性によってクラスタリングされたものと解釈できる。
113,8,8,このクラスタの本質的特徴は「都市近郊の生活密着型銭湯・日帰り温泉」である。各ノードの温泉施設（大和温泉・山本新温泉・深井中央温泉・新柏原温泉・成田温泉・華楽の湯・SPAキセラ川西）はいずれも、スーパー・コンビニ・学校・銀行・理容室・飲食店などの日常的生活施設に囲まれた住宅地内に立地している。道後温泉のみ観光地型の例外を含むが、大多数は観光目的ではなく地域住民の日常的入浴需要を担う施設である。地形的にも標高5〜39mの低〜中位地形（扇状地・自然堤防・丘陵・砂礫質台地）上に位置し、山岳秘湯や温泉リゾートとは対極にある。周辺Wikipediaに観光施設の記述がほぼなく、小中学校・公営住宅・地域商業施設の記述が中心であることが、この「生活圏内完結型」という性格を強く裏付けている。,最も多様性が見られる側面は「施設規模・集客圏・観光性の振れ幅」である。ミクロ視点では、成田温泉（丘陵・寝屋川市）は現金のみ・夜間営業・足湯なしの小規模銭湯型、SPAキセラ川西（扇状地・川西市）は大型商業施設「オアシスタウン」内に立地しクレジットカード対応・露天風呂付きの複合型スパ、道後温泉（扇状地・松山市）は国重要文化財の本館を擁する日本三古湯という観光地型と、施設形態が大きく異なる。マクロ視点では、地形分類が扇状地（4ノード）・自然堤防（2ノード）・丘陵・砂礫質台地と多様であり、大阪府大東市・八尾市・堺市・柏原市・寝屋川市、兵庫県川西市・姫路市、愛媛県松山市と広域に分散する。周辺施設の構成も、府営団地隣接型（山本新温泉）・商店街隣接型（新柏原温泉）・ホテル隣接型（華楽の湯）・電停直結観光地型（道後温泉）と多岐にわたり、立地文脈の多様性がクラスタ内の最大の変動要因となっている。
114,33,33,このクラスタの本質的特徴は「都市低地・台地混在型の近隣銭湯密集地帯」である。全20ノードのうち、すべてに`amenity=public_bath`が存在し、かつ多くに`leisure=sauna`が併設されている。これは単なる偶然ではなく、UMAP+HDBSCANが「銭湯・サウナを核とした近隣生活施設」という物理的・機能的類似性を抽出した結果である。足立区・葛飾区・荒川区・北区・江戸川区・横浜市・川崎市・仙台市・焼津市・昭島市・調布市・和光市・新宿区・世田谷区・練馬区・目黒区・大田区など広域に分布しながら、いずれも「住宅密集地の路地裏に立地する銭湯」という共通構造を持つ。周辺施設にコンビニ・クリーニング・歯科・居酒屋・コインランドリーが繰り返し登場することも、この「生活圏密着型銭湯」という性格を強く支持する。,地形分類と標高に最大の多様性が見られる。三角州・海岸低地（標高-1.5m〜2.8m：足立区・葛飾区・江戸川区など）、自然堤防（0m〜11.6m：足立区・葛飾区・仙台市など）、後背湿地（1.7m〜9m：足立区・荒川区・北区・川崎市など）、谷底低地（2.4m〜21.9m：船橋市・横浜市・新宿区など）、ローム台地（4.5m〜45.3m：市川市・仙台市・新宿区・世田谷区・練馬区・目黒区など）、扇状地（2.8m：焼津市）、砂礫質台地（38m〜100.8m：昭島市・調布市）、旧河道（0.4m：川崎市）と実に8種類の地形分類が混在する。地域も東京23区内の低地から武蔵野台地・多摩丘陵・仙台平野・静岡平野まで広がる。一方で周辺施設の構成（住宅地・商店街・寺社・学校）は均質であり、「地形・地質・標高は多様だが、土地利用と生活圏の性格は均一」という逆説的な多様性がこのクラスタの特徴である。焼津の`bath:type=onsen`・`natural=spring`や昭島の`bath:open_air=yes`・`internet_access=wlan`など施設スペックにも差異がある。
